Date,Zone_ID,Zone_Name,Avg_Pressure_mH2O,Avg_Flow_m3_hr,Avg_Reservoir_Level_m,Pump_Uptime_pct,Valve_Open_pct,Active_Alerts,Critical_Alerts,Missing_Readings,Overall_Status
2026-07-08,DMA-06,Sangam Extension,31.36,687.25,6.39,100.0,100.0,0,0,0,Normal
2026-07-09,DMA-01,Sonia Vihar North,32.3,847.04,5.4,100.0,100.0,0,0,0,Normal
2026-07-09,DMA-02,Sonia Vihar Central,28.87,923.11,5.58,100.0,100.0,0,0,0,Normal
2026-07-09,DMA-03,Bhagirathi Corridor,27.26,788.75,5.78,100.0,100.0,0,0,0,Normal
2026-07-09,DMA-04,Yamuna Bank Pocket,25.01,661.45,6.0,100.0,100.0,6,0,0,Warning
2026-07-09,DMA-05,Wazirabad Link,29.73,721.34,6.22,100.0,100.0,0,0,0,Normal
2026-07-09,DMA-06,Sangam Extension,31.13,680.04,6.4,100.0,100.0,0,0,0,Normal
2026-07-10,DMA-01,Sonia Vihar North,32.2,846.43,5.38,100.0,100.0,0,0,0,Normal
2026-07-10,DMA-02,Sonia Vihar Central,28.68,924.4,5.61,100.0,100.0,0,0,0,Normal
2026-07-10,DMA-03,Bhagirathi Corridor,26.98,773.02,5.8,100.0,100.0,0,0,0,Normal
2026-07-10,DMA-04,Yamuna Bank Pocket,25.2,653.85,6.01,100.0,100.0,4,0,0,Warning
2026-07-10,DMA-05,Wazirabad Link,30.03,720.69,6.22,100.0,100.0,0,0,0,Normal
2026-07-10,DMA-06,Sangam Extension,31.17,682.58,6.4,100.0,100.0,0,0,0,Normal
2026-07-11,DMA-01,Sonia Vihar North,32.4,846.45,5.39,100.0,100.0,0,0,0,Normal
2026-07-11,DMA-02,Sonia Vihar Central,29.19,940.47,5.59,100.0,100.0,0,0,0,Normal
2026-07-11,DMA-03,Bhagirathi Corridor,27.13,797.38,5.78,100.0,100.0,0,0,0,Normal
2026-07-11,DMA-04,Yamuna Bank Pocket,25.07,652.34,6.0,100.0,100.0,2,0,0,Warning
2026-07-11,DMA-05,Wazirabad Link,29.96,715.52,6.19,100.0,100.0,0,0,0,Normal
2026-07-11,DMA-06,Sangam Extension,30.89,686.58,6.4,100.0,100.0,0,0,0,Normal
2026-07-12,DMA-01,Sonia Vihar North,31.86,848.46,5.4,100.0,100.0,0,0,0,Normal
2026-07-12,DMA-02,Sonia Vihar Central,28.58,920.62,5.59,100.0,100.0,0,0,0,Normal
2026-07-12,DMA-03,Bhagirathi Corridor,20.1,800.11,5.79,100.0,100.0,24,14,0,Critical
2026-07-12,DMA-04,Yamuna Bank Pocket,24.96,635.06,6.01,100.0,100.0,5,0,0,Warning
2026-07-12,DMA-05,Wazirabad Link,30.2,721.8,6.21,100.0,100.0,0,0,0,Normal
2026-07-12,DMA-06,Sangam Extension,31.25,682.58,6.43,100.0,100.0,0,0,0,Normal
2026-07-13,DMA-01,Sonia Vihar North,32.49,853.3,5.43,100.0,100.0,0,0,0,Normal
2026-07-13,DMA-02,Sonia Vihar Central,29.06,928.23,5.57,100.0,100.0,0,0,0,Normal
2026-07-13,DMA-03,Bhagirathi Corridor,19.45,833.74,5.8,100.0,100.0,28,14,0,Critical
2026-07-13,DMA-04,Yamuna Bank Pocket,25.13,656.95,6.0,100.0,100.0,4,0,0,Warning
2026-07-13,DMA-05,Wazirabad Link,29.7,712.06,6.18,100.0,100.0,0,0,0,Normal
2026-07-13,DMA-06,Sangam Extension,31.07,671.07,6.41,100.0,100.0,0,0,0,Normal
2026-07-14,DMA-01,Sonia Vihar North,31.81,846.81,5.39,100.0,100.0,0,0,0,Normal
2026-07-14,DMA-02,Sonia Vihar Central,29.18,925.18,5.63,100.0,100.0,0,0,0,Normal
2026-07-14,DMA-03,Bhagirathi Corridor,19.35,824.54,5.81,100.0,100.0,27,17,0,Critical
2026-07-14,DMA-04,Yamuna Bank Pocket,25.11,656.76,5.99,100.0,100.0,5,0,0,Warning
2026-07-14,DMA-05,Wazirabad Link,30.1,713.66,6.18,100.0,100.0,0,0,0,Normal
2026-07-14,DMA-06,Sangam Extension,31.15,679.02,6.4,100.0,100.0,0,0,0,Normal
2026-07-15,DMA-01,Sonia Vihar North,31.83,852.63,5.38,100.0,100.0,0,0,0,Normal
2026-07-15,DMA-02,Sonia Vihar Central,29.14,923.9,5.6,100.0,100.0,0,0,0,Normal
2026-07-15,DMA-03,Bhagirathi Corridor,19.74,824.1,5.79,100.0,100.0,27,15,0,Critical
2026-07-15,DMA-04,Yamuna Bank Pocket,24.9,652.46,6.02,95.8,100.0,8,0,0,Warning
2026-07-15,DMA-05,Wazirabad Link,30.21,712.02,6.19,95.8,100.0,1,0,0,Warning
2026-07-15,DMA-06,Sangam Extension,31.01,677.78,6.39,100.0,100.0,0,0,0,Normal
2026-07-16,DMA-01,Sonia Vihar North,32.12,852.65,5.4,100.0,100.0,0,0,0,Normal
2026-07-16,DMA-02,Sonia Vihar Central,28.95,934.69,5.63,100.0,100.0,0,0,0,Normal
2026-07-16,DMA-03,Bhagirathi Corridor,19.37,818.08,5.77,100.0,100.0,28,17,0,Critical
2026-07-16,DMA-04,Yamuna Bank Pocket,25.23,645.41,5.98,100.0,100.0,4,0,0,Warning
2026-07-16,DMA-05,Wazirabad Link,30.11,716.43,6.23,100.0,100.0,0,0,0,Normal
2026-07-16,DMA-06,Sangam Extension,30.95,675.91,6.4,100.0,100.0,0,0,0,Normal
2026-07-17,DMA-01,Sonia Vihar North,32.17,855.72,5.4,100.0,100.0,0,0,0,Normal
2026-07-17,DMA-02,Sonia Vihar Central,29.16,931.57,5.62,100.0,100.0,0,0,0,Normal
2026-07-17,DMA-03,Bhagirathi Corridor,19.19,824.15,5.8,100.0,100.0,27,17,0,Critical
2026-07-17,DMA-04,Yamuna Bank Pocket,24.9,644.37,6.01,100.0,100.0,4,0,0,Warning
2026-07-17,DMA-05,Wazirabad Link,30.18,720.88,6.2,100.0,100.0,0,0,0,Normal
2026-07-17,DMA-06,Sangam Extension,30.87,679.03,6.39,100.0,100.0,0,0,0,Normal
2026-07-18,DMA-01,Sonia Vihar North,31.93,842.94,5.4,100.0,100.0,0,0,0,Normal
2026-07-18,DMA-02,Sonia Vihar Central,29.16,930.29,5.64,100.0,100.0,0,0,0,Normal
2026-07-18,DMA-03,Bhagirathi Corridor,19.71,831.81,5.8,100.0,100.0,27,12,0,Critical
2026-07-18,DMA-04,Yamuna Bank Pocket,25.15,650.42,6.0,100.0,100.0,0,0,0,Normal
2026-07-18,DMA-05,Wazirabad Link,30.12,725.68,6.18,100.0,100.0,0,0,0,Normal
2026-07-18,DMA-06,Sangam Extension,31.46,689.79,6.41,100.0,100.0,0,0,0,Normal
2026-07-19,DMA-01,Sonia Vihar North,31.76,864.35,5.42,100.0,100.0,0,0,0,Normal
2026-07-19,DMA-02,Sonia Vihar Central,29.04,931.08,5.58,100.0,100.0,0,0,0,Normal
2026-07-19,DMA-03,Bhagirathi Corridor,19.51,829.62,5.79,100.0,100.0,29,15,0,Critical
2026-07-19,DMA-04,Yamuna Bank Pocket,24.59,652.6,6.0,100.0,100.0,7,0,0,Warning
2026-07-19,DMA-05,Wazirabad Link,29.83,714.71,6.22,100.0,100.0,0,0,0,Normal
2026-07-19,DMA-06,Sangam Extension,31.24,682.82,6.4,100.0,100.0,0,0,0,Normal
2026-07-20,DMA-01,Sonia Vihar North,32.13,850.48,5.41,100.0,100.0,0,0,0,Normal
2026-07-20,DMA-02,Sonia Vihar Central,29.24,926.6,5.59,100.0,100.0,0,0,0,Normal
2026-07-20,DMA-03,Bhagirathi Corridor,19.11,815.82,5.79,100.0,100.0,25,14,0,Critical
2026-07-20,DMA-04,Yamuna Bank Pocket,25.01,644.82,5.99,100.0,100.0,1,0,0,Warning
2026-07-20,DMA-05,Wazirabad Link,30.09,720.43,6.2,100.0,100.0,0,0,0,Normal
2026-07-20,DMA-06,Sangam Extension,31.14,683.59,6.39,100.0,100.0,0,0,0,Normal
2026-07-21,DMA-01,Sonia Vihar North,31.85,842.79,5.38,100.0,100.0,0,0,0,Normal
2026-07-21,DMA-02,Sonia Vihar Central,29.22,929.56,5.6,100.0,100.0,0,0,0,Normal
2026-07-21,DMA-03,Bhagirathi Corridor,19.35,815.1,5.78,95.8,100.0,27,12,0,Critical
2026-07-21,DMA-04,Yamuna Bank Pocket,25.14,647.06,6.01,100.0,100.0,5,0,0,Warning
2026-07-21,DMA-05,Wazirabad Link,29.95,718.78,6.21,100.0,100.0,0,0,0,Normal
2026-07-21,DMA-06,Sangam Extension,31.49,677.29,6.39,100.0,100.0,0,0,0,Normal
2026-07-22,DMA-01,Sonia Vihar North,31.86,851.48,5.41,100.0,100.0,0,0,0,Normal
2026-07-22,DMA-02,Sonia Vihar Central,29.01,923.34,5.58,100.0,100.0,0,0,0,Normal
2026-07-22,DMA-03,Bhagirathi Corridor,19.5,824.15,5.81,100.0,100.0,27,13,0,Critical
2026-07-22,DMA-04,Yamuna Bank Pocket,25.26,648.69,6.01,100.0,100.0,5,0,0,Warning
2026-07-22,DMA-05,Wazirabad Link,30.01,726.81,6.19,95.8,100.0,1,0,0,Warning
2026-07-22,DMA-06,Sangam Extension,30.9,681.46,6.41,100.0,100.0,0,0,0,Normal
2026-07-23,DMA-01,Sonia Vihar North,31.68,849.63,5.38,100.0,100.0,0,0,0,Normal
2026-07-23,DMA-02,Sonia Vihar Central,29.03,924.04,5.59,100.0,100.0,0,0,0,Normal
2026-07-23,DMA-03,Bhagirathi Corridor,19.39,819.59,5.82,100.0,100.0,27,13,0,Critical
2026-07-23,DMA-04,Yamuna Bank Pocket,25.54,646.7,6.02,100.0,100.0,2,0,0,Warning
2026-07-23,DMA-05,Wazirabad Link,30.61,715.22,6.18,95.8,100.0,1,0,0,Warning
2026-07-23,DMA-06,Sangam Extension,30.98,679.72,6.39,100.0,100.0,0,0,0,Normal
2026-07-24,DMA-01,Sonia Vihar North,31.85,847.34,5.38,100.0,100.0,0,0,0,Normal
2026-07-24,DMA-02,Sonia Vihar Central,28.98,926.53,5.61,100.0,100.0,0,0,0,Normal
2026-07-24,DMA-03,Bhagirathi Corridor,19.47,825.5,5.79,100.0,100.0,27,15,0,Critical
2026-07-24,DMA-04,Yamuna Bank Pocket,25.08,654.75,6.04,100.0,100.0,3,0,0,Warning
2026-07-24,DMA-05,Wazirabad Link,29.83,718.74,6.24,100.0,100.0,0,0,0,Normal
2026-07-24,DMA-06,Sangam Extension,30.73,677.77,6.41,100.0,100.0,0,0,0,Normal
2026-07-25,DMA-01,Sonia Vihar North,32.25,851.61,5.39,100.0,100.0,0,0,0,Normal
2026-07-25,DMA-02,Sonia Vihar Central,29.08,927.41,5.61,100.0,100.0,0,0,0,Normal
2026-07-25,DMA-03,Bhagirathi Corridor,19.15,825.45,5.81,100.0,100.0,28,18,0,Critical
2026-07-25,DMA-04,Yamuna Bank Pocket,25.12,645.5,6.02,100.0,100.0,4,0,0,Warning
2026-07-25,DMA-05,Wazirabad Link,29.76,716.02,6.19,100.0,100.0,0,0,0,Normal
2026-07-25,DMA-06,Sangam Extension,31.08,680.16,6.38,100.0,100.0,0,0,0,Normal
2026-07-26,DMA-01,Sonia Vihar North,32.07,848.01,5.41,100.0,100.0,0,0,0,Normal
2026-07-26,DMA-02,Sonia Vihar Central,29.16,928.26,5.6,100.0,100.0,0,0,0,Normal
2026-07-26,DMA-03,Bhagirathi Corridor,26.78,779.04,5.82,100.0,100.0,0,0,0,Normal
2026-07-26,DMA-04,Yamuna Bank Pocket,24.77,643.94,5.99,95.8,100.0,4,0,0,Warning
2026-07-26,DMA-05,Wazirabad Link,30.15,719.91,6.2,100.0,100.0,0,0,0,Normal
2026-07-26,DMA-06,Sangam Extension,31.22,682.52,6.41,100.0,100.0,0,0,0,Normal
2026-07-27,DMA-01,Sonia Vihar North,32.06,838.77,5.39,100.0,100.0,0,0,0,Normal
2026-07-27,DMA-02,Sonia Vihar Central,29.17,925.23,5.56,100.0,100.0,0,0,0,Normal
2026-07-27,DMA-03,Bhagirathi Corridor,26.82,775.56,5.76,100.0,100.0,0,0,0,Normal
2026-07-27,DMA-04,Yamuna Bank Pocket,25.24,655.3,5.99,100.0,100.0,3,0,0,Warning
2026-07-27,DMA-05,Wazirabad Link,30.09,718.39,6.18,100.0,100.0,0,0,0,Normal
2026-07-27,DMA-06,Sangam Extension,30.92,674.31,6.39,100.0,100.0,0,0,0,Normal
2026-07-28,DMA-01,Sonia Vihar North,31.84,856.15,5.4,100.0,100.0,0,0,0,Normal
2026-07-28,DMA-02,Sonia Vihar Central,29.2,927.51,5.6,100.0,100.0,0,0,0,Normal
2026-07-28,DMA-03,Bhagirathi Corridor,26.96,770.52,5.78,100.0,100.0,0,0,0,Normal
2026-07-28,DMA-04,Yamuna Bank Pocket,24.94,651.18,6.02,100.0,100.0,6,0,0,Warning
2026-07-28,DMA-05,Wazirabad Link,30.0,727.53,6.2,100.0,100.0,0,0,0,Normal
2026-07-28,DMA-06,Sangam Extension,30.75,682.64,6.42,100.0,100.0,0,0,0,Normal
2026-07-29,DMA-01,Sonia Vihar North,32.46,849.57,5.42,100.0,100.0,0,0,0,Normal
2026-07-29,DMA-02,Sonia Vihar Central,29.37,928.43,5.62,100.0,100.0,0,0,0,Normal
2026-07-29,DMA-03,Bhagirathi Corridor,27.45,782.51,5.83,100.0,100.0,0,0,0,Normal
2026-07-29,DMA-04,Yamuna Bank Pocket,24.93,659.34,6.03,100.0,100.0,4,0,0,Warning
2026-07-29,DMA-05,Wazirabad Link,30.06,721.04,6.2,100.0,100.0,0,0,0,Normal
2026-07-29,DMA-06,Sangam Extension,31.04,680.23,6.4,100.0,100.0,0,0,0,Normal
2026-07-30,DMA-01,Sonia Vihar North,31.88,847.22,5.37,100.0,100.0,0,0,0,Normal
2026-07-30,DMA-02,Sonia Vihar Central,29.35,928.73,5.57,100.0,100.0,0,0,0,Normal
2026-07-30,DMA-03,Bhagirathi Corridor,27.46,781.84,5.82,100.0,100.0,0,0,0,Normal
2026-07-30,DMA-04,Yamuna Bank Pocket,24.91,652.17,6.0,100.0,100.0,7,0,0,Warning
2026-07-30,DMA-05,Wazirabad Link,30.29,722.18,6.18,100.0,100.0,0,0,0,Normal
2026-07-30,DMA-06,Sangam Extension,30.91,683.05,6.4,100.0,100.0,0,0,0,Normal
2026-07-31,DMA-01,Sonia Vihar North,32.03,853.98,5.4,100.0,100.0,0,0,0,Normal
2026-07-31,DMA-02,Sonia Vihar Central,26.42,933.12,5.6,87.5,100.0,10,8,0,Critical
2026-07-31,DMA-03,Bhagirathi Corridor,26.69,781.42,5.8,100.0,100.0,0,0,0,Normal
2026-07-31,DMA-04,Yamuna Bank Pocket,24.69,657.57,6.0,100.0,100.0,6,0,0,Warning
2026-07-31,DMA-05,Wazirabad Link,30.04,719.61,6.18,100.0,100.0,0,0,0,Normal
2026-07-31,DMA-06,Sangam Extension,31.37,676.54,6.37,100.0,100.0,0,0,0,Normal
2026-08-01,DMA-01,Sonia Vihar North,31.71,840.82,5.39,100.0,100.0,0,0,0,Normal
2026-08-01,DMA-02,Sonia Vihar Central,28.63,927.98,5.58,100.0,100.0,0,0,0,Normal
2026-08-01,DMA-03,Bhagirathi Corridor,27.03,783.85,5.8,100.0,100.0,0,0,0,Normal
2026-08-01,DMA-04,Yamuna Bank Pocket,25.21,651.71,6.03,100.0,100.0,5,0,0,Warning
2026-08-01,DMA-05,Wazirabad Link,29.91,716.17,6.2,100.0,100.0,0,0,0,Normal
2026-08-01,DMA-06,Sangam Extension,31.03,684.65,6.38,100.0,100.0,0,0,0,Normal
2026-08-02,DMA-01,Sonia Vihar North,31.96,839.49,5.39,95.8,100.0,1,0,0,Warning
2026-08-02,DMA-02,Sonia Vihar Central,29.21,921.98,5.61,100.0,100.0,0,0,0,Normal
2026-08-02,DMA-03,Bhagirathi Corridor,27.11,787.21,5.79,100.0,100.0,0,0,0,Normal
2026-08-02,DMA-04,Yamuna Bank Pocket,25.18,653.01,5.98,100.0,100.0,5,0,0,Warning
2026-08-02,DMA-05,Wazirabad Link,30.06,722.51,6.19,100.0,100.0,0,0,0,Normal
2026-08-02,DMA-06,Sangam Extension,31.05,679.35,6.4,100.0,100.0,0,0,0,Normal
2026-08-03,DMA-01,Sonia Vihar North,31.85,842.42,5.37,100.0,100.0,0,0,0,Normal
2026-08-03,DMA-02,Sonia Vihar Central,29.18,931.44,5.63,100.0,100.0,0,0,0,Normal
2026-08-03,DMA-03,Bhagirathi Corridor,26.82,778.41,5.78,95.8,100.0,1,0,0,Warning
2026-08-03,DMA-04,Yamuna Bank Pocket,25.0,653.11,5.99,100.0,100.0,6,0,0,Warning
2026-08-03,DMA-05,Wazirabad Link,30.28,745.84,6.21,100.0,100.0,28,24,0,Critical
2026-08-03,DMA-06,Sangam Extension,30.92,688.45,6.41,100.0,100.0,0,0,0,Normal
2026-08-04,DMA-01,Sonia Vihar North,32.31,852.09,5.38,100.0,100.0,0,0,0,Normal
2026-08-04,DMA-02,Sonia Vihar Central,28.62,929.11,5.57,100.0,100.0,0,0,0,Normal
2026-08-04,DMA-03,Bhagirathi Corridor,26.46,789.61,5.8,100.0,100.0,0,0,0,Normal
2026-08-04,DMA-04,Yamuna Bank Pocket,24.92,644.76,6.01,100.0,100.0,5,0,0,Warning
2026-08-04,DMA-05,Wazirabad Link,29.91,762.52,6.2,100.0,100.0,48,40,0,Critical
2026-08-04,DMA-06,Sangam Extension,30.98,680.23,6.36,100.0,100.0,0,0,0,Normal
2026-08-05,DMA-01,Sonia Vihar North,32.02,851.01,5.39,100.0,100.0,0,0,0,Normal
2026-08-05,DMA-02,Sonia Vihar Central,29.25,930.92,5.62,100.0,100.0,0,0,0,Normal
2026-08-05,DMA-03,Bhagirathi Corridor,26.81,776.15,5.8,100.0,100.0,0,0,0,Normal
2026-08-05,DMA-04,Yamuna Bank Pocket,25.02,649.13,6.0,100.0,100.0,4,0,0,Warning
2026-08-05,DMA-05,Wazirabad Link,29.97,768.5,6.18,100.0,100.0,48,39,0,Critical
2026-08-05,DMA-06,Sangam Extension,31.1,676.24,6.41,100.0,100.0,0,0,0,Normal
2026-08-06,DMA-01,Sonia Vihar North,32.08,847.19,5.42,100.0,100.0,0,0,0,Normal
2026-08-06,DMA-02,Sonia Vihar Central,28.77,937.46,5.58,100.0,100.0,0,0,0,Normal
2026-08-06,DMA-03,Bhagirathi Corridor,27.22,780.92,5.8,100.0,100.0,0,0,0,Normal
2026-08-06,DMA-04,Yamuna Bank Pocket,25.18,650.93,5.98,100.0,100.0,3,0,0,Warning
2026-08-06,DMA-05,Wazirabad Link,29.91,759.05,6.17,100.0,100.0,48,41,0,Critical
2026-08-06,DMA-06,Sangam Extension,31.12,678.63,6.39,100.0,100.0,0,0,0,Normal
2026-08-07,DMA-01,Sonia Vihar North,32.03,855.41,5.4,100.0,100.0,0,0,0,Normal
2026-08-07,DMA-02,Sonia Vihar Central,29.04,925.34,5.62,100.0,100.0,0,0,0,Normal
2026-08-07,DMA-03,Bhagirathi Corridor,27.16,783.46,5.78,100.0,100.0,0,0,0,Normal
2026-08-07,DMA-04,Yamuna Bank Pocket,25.04,654.92,6.0,100.0,100.0,4,0,0,Warning
2026-08-07,DMA-05,Wazirabad Link,30.02,763.78,6.22,100.0,100.0,48,40,0,Critical
2026-08-07,DMA-06,Sangam Extension,30.82,681.79,6.42,100.0,100.0,0,0,0,Normal
2026-08-08,DMA-01,Sonia Vihar North,31.77,852.83,5.37,100.0,100.0,0,0,0,Normal
2026-08-08,DMA-02,Sonia Vihar Central,28.97,931.61,5.63,100.0,100.0,0,0,0,Normal
2026-08-08,DMA-03,Bhagirathi Corridor,27.26,773.82,5.81,100.0,100.0,0,0,0,Normal
2026-08-08,DMA-04,Yamuna Bank Pocket,24.82,642.97,6.01,100.0,100.0,8,0,0,Warning
2026-08-08,DMA-05,Wazirabad Link,29.69,760.95,6.19,100.0,100.0,38,36,0,Critical
2026-08-08,DMA-06,Sangam Extension,31.32,671.61,6.42,100.0,100.0,0,0,0,Normal
2026-08-09,DMA-01,Sonia Vihar North,31.82,853.17,5.39,100.0,100.0,0,0,0,Normal
2026-08-09,DMA-02,Sonia Vihar Central,28.68,927.72,5.61,100.0,100.0,0,0,0,Normal
2026-08-09,DMA-03,Bhagirathi Corridor,26.85,779.85,5.79,100.0,100.0,0,0,0,Normal
2026-08-09,DMA-04,Yamuna Bank Pocket,24.75,648.79,6.01,100.0,100.0,6,0,0,Warning
2026-08-09,DMA-05,Wazirabad Link,29.79,715.86,6.16,100.0,100.0,0,0,0,Normal
2026-08-09,DMA-06,Sangam Extension,31.28,676.41,6.42,100.0,100.0,0,0,0,Normal
2026-08-10,DMA-01,Sonia Vihar North,32.41,847.49,5.4,100.0,100.0,0,0,0,Normal
2026-08-10,DMA-02,Sonia Vihar Central,29.02,928.91,5.59,100.0,100.0,0,0,0,Normal
2026-08-10,DMA-03,Bhagirathi Corridor,26.93,782.28,5.79,100.0,100.0,0,0,0,Normal
2026-08-10,DMA-04,Yamuna Bank Pocket,25.0,652.62,6.0,100.0,100.0,3,0,0,Warning
2026-08-10,DMA-05,Wazirabad Link,30.17,709.65,6.19,100.0,100.0,0,0,0,Normal
2026-08-10,DMA-06,Sangam Extension,31.41,684.51,6.39,100.0,100.0,0,0,0,Normal
2026-08-11,DMA-01,Sonia Vihar North,32.01,847.48,5.41,100.0,100.0,0,0,0,Normal
2026-08-11,DMA-02,Sonia Vihar Central,28.66,928.97,5.59,100.0,100.0,0,0,0,Normal
2026-08-11,DMA-03,Bhagirathi Corridor,27.09,779.34,5.78,100.0,100.0,0,0,0,Normal
2026-08-11,DMA-04,Yamuna Bank Pocket,25.16,645.69,6.0,95.8,100.0,6,0,0,Warning
2026-08-11,DMA-05,Wazirabad Link,29.88,725.74,6.2,100.0,100.0,0,0,0,Normal
2026-08-11,DMA-06,Sangam Extension,30.77,669.09,6.39,100.0,100.0,0,0,0,Normal
2026-08-12,DMA-01,Sonia Vihar North,32.17,856.71,5.39,100.0,100.0,0,0,0,Normal
2026-08-12,DMA-02,Sonia Vihar Central,29.12,935.18,5.62,100.0,100.0,0,0,0,Normal
2026-08-12,DMA-03,Bhagirathi Corridor,27.14,774.4,5.79,100.0,100.0,0,0,0,Normal
2026-08-12,DMA-04,Yamuna Bank Pocket,24.96,656.87,6.05,100.0,100.0,5,0,0,Warning
2026-08-12,DMA-05,Wazirabad Link,30.18,715.2,6.19,100.0,100.0,0,0,0,Normal
2026-08-12,DMA-06,Sangam Extension,31.14,672.51,6.39,100.0,100.0,0,0,0,Normal
2026-08-13,DMA-01,Sonia Vihar North,32.01,851.66,5.42,100.0,100.0,0,0,0,Normal
2026-08-13,DMA-02,Sonia Vihar Central,29.11,925.52,5.61,100.0,100.0,0,0,0,Normal
2026-08-13,DMA-03,Bhagirathi Corridor,26.72,783.7,5.78,100.0,100.0,0,0,0,Normal
2026-08-13,DMA-04,Yamuna Bank Pocket,24.92,646.9,6.02,100.0,100.0,5,0,0,Warning
2026-08-13,DMA-05,Wazirabad Link,30.01,719.01,6.21,100.0,100.0,0,0,0,Normal
2026-08-13,DMA-06,Sangam Extension,31.1,683.24,6.42,100.0,100.0,0,0,0,Normal
2026-08-14,DMA-01,Sonia Vihar North,31.58,847.87,5.42,100.0,100.0,0,0,0,Normal
2026-08-14,DMA-02,Sonia Vihar Central,29.04,936.04,5.58,100.0,100.0,0,0,0,Normal
2026-08-14,DMA-03,Bhagirathi Corridor,27.41,775.98,5.8,100.0,100.0,0,0,0,Normal
2026-08-14,DMA-04,Yamuna Bank Pocket,25.1,641.63,5.99,100.0,100.0,6,0,0,Warning
2026-08-14,DMA-05,Wazirabad Link,30.18,727.16,6.2,100.0,100.0,0,0,0,Normal
2026-08-14,DMA-06,Sangam Extension,31.26,678.88,6.39,95.8,100.0,1,0,0,Warning
2026-08-15,DMA-01,Sonia Vihar North,32.18,851.84,5.41,100.0,100.0,0,0,0,Normal
2026-08-15,DMA-02,Sonia Vihar Central,28.99,931.8,5.58,100.0,100.0,0,0,0,Normal
2026-08-15,DMA-03,Bhagirathi Corridor,27.29,785.11,5.78,100.0,100.0,0,0,0,Normal
2026-08-15,DMA-04,Yamuna Bank Pocket,24.96,656.79,6.02,100.0,100.0,5,0,0,Warning
2026-08-15,DMA-05,Wazirabad Link,30.24,720.14,6.19,100.0,100.0,0,0,0,Normal
2026-08-15,DMA-06,Sangam Extension,31.05,673.02,6.39,100.0,100.0,0,0,0,Normal
2026-08-16,DMA-01,Sonia Vihar North,32.2,844.96,5.39,100.0,100.0,0,0,0,Normal
2026-08-16,DMA-02,Sonia Vihar Central,29.41,932.61,5.59,100.0,100.0,0,0,0,Normal
2026-08-16,DMA-03,Bhagirathi Corridor,27.04,781.44,5.8,100.0,100.0,0,0,0,Normal
2026-08-16,DMA-04,Yamuna Bank Pocket,25.59,654.98,6.02,100.0,100.0,3,0,0,Warning
2026-08-16,DMA-05,Wazirabad Link,29.5,709.28,6.2,100.0,100.0,0,0,0,Normal
2026-08-16,DMA-06,Sangam Extension,,680.83,6.4,100.0,100.0,24,0,24,Warning
2026-08-17,DMA-01,Sonia Vihar North,32.19,841.39,5.41,100.0,100.0,0,0,0,Normal
2026-08-17,DMA-02,Sonia Vihar Central,28.74,930.23,5.6,100.0,100.0,0,0,0,Normal
2026-08-17,DMA-03,Bhagirathi Corridor,27.0,779.19,5.78,95.8,100.0,1,0,0,Warning
2026-08-17,DMA-04,Yamuna Bank Pocket,25.01,646.42,6.01,100.0,100.0,4,0,0,Warning
2026-08-17,DMA-05,Wazirabad Link,30.37,729.12,6.22,100.0,100.0,0,0,0,Normal
2026-08-17,DMA-06,Sangam Extension,,677.67,6.37,100.0,100.0,24,0,24,Warning
2026-08-18,DMA-01,Sonia Vihar North,32.14,847.68,5.39,100.0,100.0,0,0,0,Normal
2026-08-18,DMA-02,Sonia Vihar Central,28.72,935.52,5.61,100.0,100.0,0,0,0,Normal
2026-08-18,DMA-03,Bhagirathi Corridor,26.79,777.89,5.77,100.0,100.0,0,0,0,Normal
2026-08-18,DMA-04,Yamuna Bank Pocket,25.0,650.21,5.98,100.0,100.0,4,0,0,Warning
2026-08-18,DMA-05,Wazirabad Link,30.22,719.07,6.21,100.0,100.0,0,0,0,Normal
2026-08-18,DMA-06,Sangam Extension,,672.4,6.4,100.0,100.0,24,0,24,Warning
2026-08-19,DMA-01,Sonia Vihar North,32.11,845.86,5.41,100.0,100.0,0,0,0,Normal
2026-08-19,DMA-02,Sonia Vihar Central,28.92,937.93,5.61,100.0,100.0,0,0,0,Normal
2026-08-19,DMA-03,Bhagirathi Corridor,26.95,777.13,5.79,100.0,100.0,0,0,0,Normal
2026-08-19,DMA-04,Yamuna Bank Pocket,24.75,652.73,5.99,100.0,100.0,6,0,0,Warning
2026-08-19,DMA-05,Wazirabad Link,29.86,717.18,6.21,100.0,100.0,0,0,0,Normal
2026-08-19,DMA-06,Sangam Extension,30.99,675.29,6.43,100.0,100.0,0,0,0,Normal
2026-08-20,DMA-01,Sonia Vihar North,31.85,845.44,5.4,100.0,100.0,0,0,0,Normal
2026-08-20,DMA-02,Sonia Vihar Central,28.71,931.8,5.6,100.0,100.0,0,0,0,Normal
2026-08-20,DMA-03,Bhagirathi Corridor,27.5,782.76,5.82,100.0,100.0,0,0,0,Normal
2026-08-20,DMA-04,Yamuna Bank Pocket,24.59,649.62,6.0,100.0,100.0,5,0,0,Warning
2026-08-20,DMA-05,Wazirabad Link,30.01,719.78,6.21,100.0,100.0,0,0,0,Normal
2026-08-20,DMA-06,Sangam Extension,30.73,691.24,6.41,100.0,100.0,0,0,0,Normal
