Date,Zone_ID,Zone_Name,System_Input_m3,Billed_Authorized_Consumption_m3,Unbilled_Authorized_Consumption_m3,Apparent_Loss_m3,Real_Loss_m3,NRW_Volume_m3,NRW_Percentage,Data_Reliability_pct,Status
2026-07-02,DMA-01,Sonia Vihar North,20283.69,16539.72,712.45,680.61,2350.9,3743.97,18.46,98.5,Normal
2026-07-02,DMA-02,Sonia Vihar Central,22873.74,18303.46,834.71,901.5,2834.07,4570.28,19.98,97.2,Normal
2026-07-02,DMA-03,Bhagirathi Corridor,18703.89,12305.85,643.63,921.76,4832.65,6398.03,34.21,98.0,Warning
2026-07-02,DMA-04,Yamuna Bank Pocket,15651.55,12897.5,558.32,538.84,1656.9,2754.06,17.6,98.2,Normal
2026-07-02,DMA-05,Wazirabad Link,16769.29,12985.96,612.84,557.25,2613.23,3783.32,22.56,96.6,Normal
2026-07-02,DMA-06,Sangam Extension,16718.89,14132.52,610.55,512.33,1463.5,2586.37,15.47,97.5,Normal
2026-07-03,DMA-01,Sonia Vihar North,21041.14,17778.36,694.34,690.12,1878.32,3262.78,15.51,97.4,Normal
2026-07-03,DMA-02,Sonia Vihar Central,21563.41,16988.56,773.58,791.97,3009.3,4574.84,21.22,97.7,Normal
2026-07-03,DMA-03,Bhagirathi Corridor,19183.43,12417.45,680.28,990.4,5095.3,6765.98,35.27,99.1,Critical
2026-07-03,DMA-04,Yamuna Bank Pocket,15891.19,12868.57,562.56,519.81,1940.24,3022.62,19.02,96.7,Normal
2026-07-03,DMA-05,Wazirabad Link,17422.97,13845.57,660.6,602.3,2314.5,3577.4,20.53,98.5,Normal
2026-07-03,DMA-06,Sangam Extension,15947.73,13302.28,586.52,614.81,1444.12,2645.45,16.59,95.7,Normal
2026-07-04,DMA-01,Sonia Vihar North,20860.09,17557.05,791.24,738.11,1773.69,3303.05,15.83,97.7,Normal
2026-07-04,DMA-02,Sonia Vihar Central,23212.42,18297.14,743.37,813.57,3358.34,4915.27,21.18,97.2,Normal
2026-07-04,DMA-03,Bhagirathi Corridor,20673.85,13495.91,743.55,999.93,5434.46,7177.94,34.72,96.4,Warning
2026-07-04,DMA-04,Yamuna Bank Pocket,16291.18,13234.93,523.12,564.54,1968.59,3056.25,18.76,96.9,Normal
2026-07-04,DMA-05,Wazirabad Link,17475.89,13826.09,541.45,605.03,2503.32,3649.8,20.88,97.0,Normal
2026-07-04,DMA-06,Sangam Extension,17750.66,14887.23,564.92,592.81,1705.7,2863.43,16.13,95.0,Normal
2026-07-05,DMA-01,Sonia Vihar North,21364.35,17317.76,739.74,706.47,2600.38,4046.6,18.94,96.1,Normal
2026-07-05,DMA-02,Sonia Vihar Central,23875.18,19074.86,795.2,735.73,3269.4,4800.32,20.11,98.4,Normal
2026-07-05,DMA-03,Bhagirathi Corridor,19635.47,12416.14,647.63,980.94,5590.76,7219.33,36.77,96.8,Critical
2026-07-05,DMA-04,Yamuna Bank Pocket,16664.81,13782.96,565.17,621.14,1695.54,2881.85,17.29,96.3,Normal
2026-07-05,DMA-05,Wazirabad Link,17934.15,13593.93,575.39,567.75,3197.08,4340.22,24.2,98.6,Normal
2026-07-05,DMA-06,Sangam Extension,17372.8,14764.43,567.07,600.78,1440.52,2608.37,15.01,96.6,Normal
2026-07-06,DMA-01,Sonia Vihar North,20355.04,16360.56,744.41,672.63,2577.44,3994.48,19.62,96.4,Normal
2026-07-06,DMA-02,Sonia Vihar Central,23084.35,18294.46,846.45,804.04,3139.4,4789.89,20.75,98.4,Normal
2026-07-06,DMA-03,Bhagirathi Corridor,18937.64,11713.1,611.29,913.77,5699.47,7224.53,38.15,96.9,Critical
2026-07-06,DMA-04,Yamuna Bank Pocket,15221.02,12392.37,547.52,529.11,1752.02,2828.65,18.58,97.2,Normal
2026-07-06,DMA-05,Wazirabad Link,17926.06,13661.39,656.13,637.94,2970.61,4264.68,23.79,100.7,Normal
2026-07-06,DMA-06,Sangam Extension,16786.73,14017.2,583.89,607.98,1577.66,2769.53,16.5,95.9,Normal
2026-07-07,DMA-01,Sonia Vihar North,19516.25,16044.46,695.82,638.24,2137.72,3471.78,17.79,94.6,Normal
2026-07-07,DMA-02,Sonia Vihar Central,22638.72,18082.86,762.7,735.44,3057.72,4555.85,20.12,98.6,Normal
2026-07-07,DMA-03,Bhagirathi Corridor,19174.42,12273.14,758.2,993.81,5149.27,6901.28,35.99,97.0,Critical
2026-07-07,DMA-04,Yamuna Bank Pocket,15311.66,12193.16,498.22,516.66,2103.62,3118.5,20.37,99.3,Normal
2026-07-07,DMA-05,Wazirabad Link,17369.64,13676.35,553.45,664.5,2475.34,3693.3,21.26,98.0,Normal
2026-07-07,DMA-06,Sangam Extension,16200.18,13789.34,517.86,638.17,1254.81,2410.84,14.88,96.8,Normal
2026-07-08,DMA-01,Sonia Vihar North,19666.95,15951.17,642.73,722.44,2350.61,3715.78,18.89,96.4,Normal
2026-07-08,DMA-02,Sonia Vihar Central,21046.85,16208.14,670.35,774.68,3393.67,4838.7,22.99,97.5,Normal
2026-07-08,DMA-03,Bhagirathi Corridor,18182.69,11531.1,634.74,900.78,5116.08,6651.59,36.58,96.2,Critical
2026-07-08,DMA-04,Yamuna Bank Pocket,15343.23,12621.34,522.96,583.78,1615.14,2721.89,17.74,96.5,Normal
2026-07-08,DMA-05,Wazirabad Link,17577.18,13949.76,616.61,602.2,2408.62,3627.43,20.64,97.9,Normal
2026-07-08,DMA-06,Sangam Extension,16152.72,13372.79,589.72,546.54,1643.67,2779.92,17.21,98.8,Normal
2026-07-09,DMA-01,Sonia Vihar North,20589.55,16880.61,734.07,678.58,2296.28,3708.94,18.01,98.3,Normal
2026-07-09,DMA-02,Sonia Vihar Central,22546.61,18405.08,813.36,773.56,2554.61,4141.53,18.37,95.4,Normal
2026-07-09,DMA-03,Bhagirathi Corridor,18397.82,11919.87,651.8,861.95,4964.19,6477.95,35.21,94.8,Critical
2026-07-09,DMA-04,Yamuna Bank Pocket,16161.05,12899.88,563.39,559.24,2138.53,3261.17,20.18,97.3,Normal
2026-07-09,DMA-05,Wazirabad Link,17573.14,13600.64,651.18,571.98,2749.34,3972.5,22.61,98.8,Normal
2026-07-09,DMA-06,Sangam Extension,16481.56,13431.43,622.22,588.83,1839.07,3050.12,18.51,98.3,Normal
2026-07-10,DMA-01,Sonia Vihar North,19327.71,15663.82,668.22,678.3,2317.37,3663.89,18.96,98.1,Normal
2026-07-10,DMA-02,Sonia Vihar Central,22818.48,17398.23,773.93,780.81,3865.51,5420.25,23.75,97.5,Normal
2026-07-10,DMA-03,Bhagirathi Corridor,19164.22,12390.79,700.44,957.34,5115.64,6773.43,35.34,97.8,Critical
2026-07-10,DMA-04,Yamuna Bank Pocket,14907.86,12024.26,562.22,480.99,1840.39,2883.6,19.34,97.0,Normal
2026-07-10,DMA-05,Wazirabad Link,17806.49,14042.97,663.11,631.86,2468.55,3763.52,21.14,98.9,Normal
2026-07-10,DMA-06,Sangam Extension,16559.86,13716.14,587.22,605.1,1651.41,2843.72,17.17,96.9,Normal
2026-07-11,DMA-01,Sonia Vihar North,21293.78,17459.12,680.88,694.97,2458.81,3834.66,18.01,95.3,Normal
2026-07-11,DMA-02,Sonia Vihar Central,23742.26,19245.48,800.93,830.39,2865.46,4496.78,18.94,97.4,Normal
2026-07-11,DMA-03,Bhagirathi Corridor,18583.42,11916.68,690.36,900.78,5075.6,6666.74,35.87,96.8,Critical
2026-07-11,DMA-04,Yamuna Bank Pocket,16694.56,13170.15,583.04,610.58,2330.79,3524.41,21.11,94.4,Normal
2026-07-11,DMA-05,Wazirabad Link,18264.19,14129.5,670.98,697.91,2765.79,4134.69,22.64,95.2,Normal
2026-07-11,DMA-06,Sangam Extension,16500.36,13551.04,594.56,575.55,1779.22,2949.32,17.87,99.0,Normal
2026-07-12,DMA-01,Sonia Vihar North,20684.66,16735.54,791.28,718.9,2438.94,3949.12,19.09,99.7,Normal
2026-07-12,DMA-02,Sonia Vihar Central,23894.36,18924.96,861.91,761.58,3345.91,4969.39,20.8,98.6,Normal
2026-07-12,DMA-03,Bhagirathi Corridor,19819.15,12272.1,694.99,993.62,5858.45,7547.05,38.08,98.5,Critical
2026-07-12,DMA-04,Yamuna Bank Pocket,16098.95,12960.2,544.21,503.5,2091.04,3138.75,19.5,95.1,Normal
2026-07-12,DMA-05,Wazirabad Link,18085.56,14027.46,644.86,618.19,2795.05,4058.1,22.44,95.6,Normal
2026-07-12,DMA-06,Sangam Extension,17012.34,13751.57,592.68,527.37,2140.72,3260.77,19.17,97.4,Normal
2026-07-13,DMA-01,Sonia Vihar North,20599.32,17202.43,702.57,743.99,1950.34,3396.89,16.49,94.8,Normal
2026-07-13,DMA-02,Sonia Vihar Central,22483.62,17568.03,764.68,850.66,3300.26,4915.59,21.86,95.9,Normal
2026-07-13,DMA-03,Bhagirathi Corridor,18942.1,12094.04,692.65,908.32,5247.1,6848.07,36.15,95.1,Critical
2026-07-13,DMA-04,Yamuna Bank Pocket,15119.48,11818.86,518.63,524.55,2257.43,3300.61,21.83,97.8,Normal
2026-07-13,DMA-05,Wazirabad Link,17530.9,13356.4,629.27,590.66,2954.58,4174.5,23.81,97.8,Normal
2026-07-13,DMA-06,Sangam Extension,15301.63,12655.56,541.46,523.42,1581.2,2646.07,17.29,97.1,Normal
2026-07-14,DMA-01,Sonia Vihar North,20942.99,17094.63,765.52,758.65,2324.19,3848.35,18.38,96.0,Normal
2026-07-14,DMA-02,Sonia Vihar Central,20883.52,16503.56,776.26,772.2,2831.5,4379.96,20.97,97.4,Normal
2026-07-14,DMA-03,Bhagirathi Corridor,18451.45,11904.23,602.57,955.06,4989.59,6547.22,35.48,98.3,Critical
2026-07-14,DMA-04,Yamuna Bank Pocket,15568.95,12254.63,543.14,554.16,2217.02,3314.32,21.29,95.7,Normal
2026-07-14,DMA-05,Wazirabad Link,17098.42,13504.51,627.19,602.11,2364.61,3593.9,21.02,95.9,Normal
2026-07-14,DMA-06,Sangam Extension,15437.81,12866.99,499.23,544.35,1527.24,2570.82,16.65,96.2,Normal
2026-07-15,DMA-01,Sonia Vihar North,20729.52,16712.11,672.68,738.64,2606.09,4017.41,19.38,96.9,Normal
2026-07-15,DMA-02,Sonia Vihar Central,22711.88,18290.26,775.88,824.49,2821.24,4421.62,19.47,94.9,Normal
2026-07-15,DMA-03,Bhagirathi Corridor,18132.6,11574.77,622.63,818.26,5116.93,6557.83,36.17,99.3,Critical
2026-07-15,DMA-04,Yamuna Bank Pocket,14756.6,11721.8,540.36,510.6,1983.84,3034.8,20.57,97.8,Normal
2026-07-15,DMA-05,Wazirabad Link,16940.3,13237.24,633.61,578.56,2490.89,3703.07,21.86,97.6,Normal
2026-07-15,DMA-06,Sangam Extension,16209.81,13479.24,580.41,532.25,1617.91,2730.57,16.85,95.6,Normal
2026-07-16,DMA-01,Sonia Vihar North,20076.51,16629.02,735.74,762.88,1948.88,3447.49,17.17,96.5,Normal
2026-07-16,DMA-02,Sonia Vihar Central,22009.61,17418.47,727.71,807.14,3056.29,4591.14,20.86,95.8,Normal
2026-07-16,DMA-03,Bhagirathi Corridor,18188.31,11370.51,615.15,908.07,5294.57,6817.8,37.48,96.0,Critical
2026-07-16,DMA-04,Yamuna Bank Pocket,15188.31,12421.31,523.13,540.26,1703.61,2767.0,18.22,97.6,Normal
2026-07-16,DMA-05,Wazirabad Link,17032.6,13026.04,579.11,607.2,2820.26,4006.57,23.52,95.7,Normal
2026-07-16,DMA-06,Sangam Extension,16531.86,13162.54,577.37,596.34,2195.61,3369.32,20.38,98.4,Normal
2026-07-17,DMA-01,Sonia Vihar North,19634.16,16177.69,744.3,765.5,1946.67,3456.47,17.6,97.0,Normal
2026-07-17,DMA-02,Sonia Vihar Central,21788.51,17602.85,788.15,838.08,2559.43,4185.66,19.21,99.4,Normal
2026-07-17,DMA-03,Bhagirathi Corridor,17947.65,11540.43,637.35,953.33,4816.54,6407.22,35.7,97.0,Critical
2026-07-17,DMA-04,Yamuna Bank Pocket,16382.28,13067.95,567.64,604.2,2142.49,3314.33,20.23,96.8,Normal
2026-07-17,DMA-05,Wazirabad Link,17283.35,13267.99,580.63,565.96,2868.77,4015.36,23.23,96.4,Normal
2026-07-17,DMA-06,Sangam Extension,15953.47,13021.09,548.62,585.34,1798.41,2932.38,18.38,95.5,Normal
2026-07-18,DMA-01,Sonia Vihar North,21613.37,17961.15,703.2,713.33,2235.69,3652.22,16.9,99.4,Normal
2026-07-18,DMA-02,Sonia Vihar Central,23587.0,18791.14,804.89,806.06,3184.9,4795.86,20.33,94.3,Normal
2026-07-18,DMA-03,Bhagirathi Corridor,19418.49,12572.18,665.05,1084.48,5096.77,6846.31,35.26,96.5,Critical
2026-07-18,DMA-04,Yamuna Bank Pocket,15681.52,12687.28,580.81,526.87,1886.56,2994.24,19.09,98.4,Normal
2026-07-18,DMA-05,Wazirabad Link,17919.39,14271.93,659.82,630.36,2357.28,3647.46,20.35,98.3,Normal
2026-07-18,DMA-06,Sangam Extension,17562.38,15169.09,614.14,563.35,1215.81,2393.29,13.63,96.1,Normal
2026-07-19,DMA-01,Sonia Vihar North,21803.24,17736.08,738.57,761.84,2566.75,4067.16,18.65,99.6,Normal
2026-07-19,DMA-02,Sonia Vihar Central,22853.22,17552.78,873.37,824.85,3602.22,5300.45,23.19,94.7,Normal
2026-07-19,DMA-03,Bhagirathi Corridor,19449.45,12523.57,674.61,959.81,5291.46,6925.88,35.61,97.2,Critical
2026-07-19,DMA-04,Yamuna Bank Pocket,17273.95,13772.91,586.61,601.13,2313.29,3501.03,20.27,96.2,Normal
2026-07-19,DMA-05,Wazirabad Link,17335.27,13506.24,602.99,584.65,2641.39,3829.03,22.09,95.9,Normal
2026-07-19,DMA-06,Sangam Extension,16944.61,14388.39,663.88,618.42,1273.92,2556.22,15.09,96.7,Normal
2026-07-20,DMA-01,Sonia Vihar North,19867.44,16229.4,759.72,718.1,2160.21,3638.03,18.31,98.0,Normal
2026-07-20,DMA-02,Sonia Vihar Central,22035.84,17502.64,800.88,761.66,2970.67,4533.21,20.57,95.0,Normal
2026-07-20,DMA-03,Bhagirathi Corridor,18627.52,11582.48,675.87,923.92,5445.24,7045.04,37.82,97.9,Critical
2026-07-20,DMA-04,Yamuna Bank Pocket,15606.95,12783.17,563.88,585.31,1674.58,2823.77,18.09,97.9,Normal
2026-07-20,DMA-05,Wazirabad Link,16901.15,12943.43,622.05,600.28,2735.4,3957.73,23.42,95.6,Normal
2026-07-20,DMA-06,Sangam Extension,16255.91,13440.84,605.0,564.31,1645.77,2815.07,17.32,97.6,Normal
2026-07-21,DMA-01,Sonia Vihar North,20270.62,16455.45,751.29,690.82,2373.06,3815.17,18.82,98.1,Normal
2026-07-21,DMA-02,Sonia Vihar Central,23136.88,18427.33,787.2,756.65,3165.69,4709.55,20.36,100.5,Normal
2026-07-21,DMA-03,Bhagirathi Corridor,19189.54,12370.46,743.41,1042.85,5032.82,6819.08,35.54,98.2,Critical
2026-07-21,DMA-04,Yamuna Bank Pocket,15655.48,12521.53,590.64,516.5,2026.81,3133.95,20.02,98.4,Normal
2026-07-21,DMA-05,Wazirabad Link,16499.23,12636.27,578.09,624.35,2660.52,3862.96,23.41,97.1,Normal
2026-07-21,DMA-06,Sangam Extension,16252.23,13358.08,603.63,581.15,1709.37,2894.15,17.81,97.0,Normal
2026-07-22,DMA-01,Sonia Vihar North,21264.77,17071.99,803.59,693.42,2695.77,4192.78,19.72,96.2,Normal
2026-07-22,DMA-02,Sonia Vihar Central,22783.05,18194.46,821.05,788.75,2978.78,4588.58,20.14,98.5,Normal
2026-07-22,DMA-03,Bhagirathi Corridor,19070.01,12426.69,665.18,999.74,4978.39,6643.32,34.84,99.0,Warning
2026-07-22,DMA-04,Yamuna Bank Pocket,16353.37,12984.98,541.18,545.86,2281.35,3368.39,20.6,95.5,Normal
2026-07-22,DMA-05,Wazirabad Link,18655.09,15040.8,660.0,625.94,2328.35,3614.28,19.37,96.9,Normal
2026-07-22,DMA-06,Sangam Extension,16431.83,13307.76,579.88,591.72,1952.48,3124.08,19.01,96.1,Normal
2026-07-23,DMA-01,Sonia Vihar North,20327.15,16878.35,718.07,688.66,2042.07,3448.8,16.97,97.2,Normal
2026-07-23,DMA-02,Sonia Vihar Central,23202.25,18770.24,772.63,873.05,2786.34,4432.02,19.1,96.8,Normal
2026-07-23,DMA-03,Bhagirathi Corridor,18936.41,12248.73,614.5,978.2,5094.97,6687.67,35.32,98.7,Critical
2026-07-23,DMA-04,Yamuna Bank Pocket,15683.41,12616.33,575.27,542.47,1949.34,3067.08,19.56,97.1,Normal
2026-07-23,DMA-05,Wazirabad Link,17452.78,13717.41,595.79,645.05,2494.53,3735.37,21.4,96.2,Normal
2026-07-23,DMA-06,Sangam Extension,16056.5,13336.67,587.17,532.34,1600.33,2719.84,16.94,96.7,Normal
2026-07-24,DMA-01,Sonia Vihar North,19934.09,16256.84,672.2,700.16,2304.89,3677.25,18.45,94.8,Normal
2026-07-24,DMA-02,Sonia Vihar Central,22677.67,18154.24,744.94,796.35,2982.14,4523.43,19.95,98.5,Normal
2026-07-24,DMA-03,Bhagirathi Corridor,18073.33,11858.9,643.13,886.05,4685.25,6214.43,34.38,96.3,Warning
2026-07-24,DMA-04,Yamuna Bank Pocket,15675.57,12517.52,565.97,534.36,2057.71,3158.05,20.15,96.3,Normal
2026-07-24,DMA-05,Wazirabad Link,17392.22,13428.64,599.95,636.64,2726.99,3963.58,22.79,94.8,Normal
2026-07-24,DMA-06,Sangam Extension,16407.91,13750.92,608.7,577.12,1471.17,2656.99,16.19,96.9,Normal
2026-07-25,DMA-01,Sonia Vihar North,20775.15,16921.45,763.41,690.04,2400.25,3853.7,18.55,94.3,Normal
2026-07-25,DMA-02,Sonia Vihar Central,24162.86,19013.38,885.58,802.05,3461.84,5149.48,21.31,97.0,Normal
2026-07-25,DMA-03,Bhagirathi Corridor,19394.53,12454.48,683.56,1019.35,5237.13,6940.05,35.78,96.7,Critical
2026-07-25,DMA-04,Yamuna Bank Pocket,16811.17,13305.27,615.05,625.01,2265.84,3505.9,20.85,97.4,Normal
2026-07-25,DMA-05,Wazirabad Link,17749.81,13446.07,613.66,587.22,3102.86,4303.74,24.25,96.3,Normal
2026-07-25,DMA-06,Sangam Extension,18082.42,14959.21,587.69,613.83,1921.69,3123.21,17.27,98.3,Normal
2026-07-26,DMA-01,Sonia Vihar North,21552.91,17857.4,824.82,751.75,2118.93,3695.5,17.15,99.0,Normal
2026-07-26,DMA-02,Sonia Vihar Central,23833.81,18661.87,893.87,843.43,3434.65,5171.94,21.7,98.7,Normal
2026-07-26,DMA-03,Bhagirathi Corridor,19567.28,12147.64,609.83,1019.45,5790.36,7419.64,37.92,96.3,Critical
2026-07-26,DMA-04,Yamuna Bank Pocket,15633.1,12602.15,569.26,549.7,1911.99,3030.94,19.39,96.8,Normal
2026-07-26,DMA-05,Wazirabad Link,18494.77,14388.32,636.01,609.91,2860.53,4106.45,22.2,95.2,Normal
2026-07-26,DMA-06,Sangam Extension,17148.32,14063.0,651.02,602.54,1831.76,3085.32,17.99,95.6,Normal
2026-07-27,DMA-01,Sonia Vihar North,20531.36,16804.27,733.99,734.36,2258.75,3727.09,18.15,96.0,Normal
2026-07-27,DMA-02,Sonia Vihar Central,22467.21,18285.97,757.23,769.98,2654.04,4181.25,18.61,95.3,Normal
2026-07-27,DMA-03,Bhagirathi Corridor,19312.12,12316.07,624.14,920.57,5451.34,6996.05,36.23,95.8,Critical
2026-07-27,DMA-04,Yamuna Bank Pocket,16090.4,12899.52,557.6,542.3,2090.98,3190.88,19.83,97.0,Normal
2026-07-27,DMA-05,Wazirabad Link,17011.19,13535.06,600.03,564.74,2311.36,3476.13,20.43,96.1,Normal
2026-07-27,DMA-06,Sangam Extension,17004.14,14069.95,641.12,601.7,1691.38,2934.19,17.26,97.6,Normal
2026-07-28,DMA-01,Sonia Vihar North,20125.72,16703.68,662.23,678.1,2081.7,3422.04,17.0,97.5,Normal
2026-07-28,DMA-02,Sonia Vihar Central,22157.51,17513.84,796.12,774.05,3073.51,4643.67,20.96,97.1,Normal
2026-07-28,DMA-03,Bhagirathi Corridor,19584.22,12128.33,668.82,984.51,5802.57,7455.89,38.07,98.2,Critical
2026-07-28,DMA-04,Yamuna Bank Pocket,15896.19,12239.42,587.49,559.3,2509.98,3656.77,23.0,97.9,Normal
2026-07-28,DMA-05,Wazirabad Link,17046.53,13418.54,608.84,593.26,2425.89,3627.99,21.28,99.1,Normal
2026-07-28,DMA-06,Sangam Extension,17261.5,14317.44,555.15,620.02,1768.88,2944.05,17.06,96.0,Normal
2026-07-29,DMA-01,Sonia Vihar North,20568.46,16979.96,725.98,682.87,2179.66,3588.5,17.45,95.1,Normal
2026-07-29,DMA-02,Sonia Vihar Central,21706.87,17123.39,814.38,748.37,3020.73,4583.48,21.12,98.4,Normal
2026-07-29,DMA-03,Bhagirathi Corridor,17814.16,11454.06,674.37,863.88,4821.84,6360.1,35.7,96.8,Critical
2026-07-29,DMA-04,Yamuna Bank Pocket,15655.73,12659.71,517.14,514.31,1964.58,2996.02,19.14,97.9,Normal
2026-07-29,DMA-05,Wazirabad Link,17508.11,13459.12,631.99,608.79,2808.21,4048.99,23.13,95.8,Normal
2026-07-29,DMA-06,Sangam Extension,15983.2,13206.38,639.01,565.47,1572.35,2776.82,17.37,95.9,Normal
2026-07-30,DMA-01,Sonia Vihar North,19995.67,16550.56,697.34,698.42,2049.35,3445.11,17.23,96.4,Normal
2026-07-30,DMA-02,Sonia Vihar Central,21650.07,17127.44,836.44,753.41,2932.78,4522.63,20.89,96.9,Normal
2026-07-30,DMA-03,Bhagirathi Corridor,19004.65,12131.39,635.99,941.7,5295.58,6873.26,36.17,96.3,Critical
2026-07-30,DMA-04,Yamuna Bank Pocket,15924.21,12621.31,524.99,589.2,2188.71,3302.9,20.74,98.1,Normal
2026-07-30,DMA-05,Wazirabad Link,17409.84,13438.25,533.45,677.17,2760.97,3971.6,22.81,100.0,Normal
2026-07-30,DMA-06,Sangam Extension,16379.63,13628.65,550.8,507.41,1692.77,2750.97,16.8,96.7,Normal
2026-07-31,DMA-01,Sonia Vihar North,19342.3,16047.78,688.6,648.79,1957.13,3294.53,17.03,98.1,Normal
2026-07-31,DMA-02,Sonia Vihar Central,22970.25,18150.38,794.63,801.12,3224.12,4819.87,20.98,99.3,Normal
2026-07-31,DMA-03,Bhagirathi Corridor,18756.04,12077.88,720.24,905.58,5052.34,6678.17,35.61,93.2,Critical
2026-07-31,DMA-04,Yamuna Bank Pocket,15637.33,12639.5,523.97,561.28,1912.59,2997.83,19.17,98.7,Normal
2026-07-31,DMA-05,Wazirabad Link,16521.08,12690.22,589.11,550.08,2691.66,3830.85,23.19,96.4,Normal
2026-07-31,DMA-06,Sangam Extension,16459.56,13417.71,521.79,561.71,1958.36,3041.86,18.48,97.3,Normal
2026-08-01,DMA-01,Sonia Vihar North,21825.58,17553.58,729.66,792.55,2749.79,4272.0,19.57,95.4,Normal
2026-08-01,DMA-02,Sonia Vihar Central,22869.3,18456.12,783.05,754.34,2875.79,4413.18,19.3,97.2,Normal
2026-08-01,DMA-03,Bhagirathi Corridor,19952.34,12825.96,694.61,972.12,5459.65,7126.38,35.72,99.1,Critical
2026-08-01,DMA-04,Yamuna Bank Pocket,16803.1,13312.38,587.69,563.86,2339.16,3490.71,20.77,97.2,Normal
2026-08-01,DMA-05,Wazirabad Link,18208.3,14273.68,683.1,660.31,2591.21,3934.62,21.61,96.0,Normal
2026-08-01,DMA-06,Sangam Extension,16668.39,13892.19,604.02,647.45,1524.73,2776.2,16.66,95.3,Normal
2026-08-02,DMA-01,Sonia Vihar North,21887.21,17812.83,833.36,751.91,2489.11,4074.39,18.62,98.5,Normal
2026-08-02,DMA-02,Sonia Vihar Central,24908.69,19822.25,839.08,845.7,3401.66,5086.44,20.42,95.8,Normal
2026-08-02,DMA-03,Bhagirathi Corridor,19331.74,12209.54,758.31,943.01,5420.89,7122.2,36.84,97.2,Critical
2026-08-02,DMA-04,Yamuna Bank Pocket,16557.87,13325.75,632.3,537.5,2062.32,3232.12,19.52,95.3,Normal
2026-08-02,DMA-05,Wazirabad Link,17725.75,14123.48,637.18,681.39,2283.7,3602.27,20.32,94.5,Normal
2026-08-02,DMA-06,Sangam Extension,17396.18,14539.16,559.12,622.54,1675.36,2857.02,16.42,97.6,Normal
2026-08-03,DMA-01,Sonia Vihar North,20070.92,16588.18,664.19,728.24,2090.32,3482.74,17.35,98.5,Normal
2026-08-03,DMA-02,Sonia Vihar Central,21853.47,17504.08,709.03,769.4,2870.96,4349.39,19.9,97.1,Normal
2026-08-03,DMA-03,Bhagirathi Corridor,18553.98,11778.17,702.84,820.24,5252.73,6775.81,36.52,99.0,Critical
2026-08-03,DMA-04,Yamuna Bank Pocket,15090.51,12381.57,554.87,538.68,1615.39,2708.94,17.95,98.6,Normal
2026-08-03,DMA-05,Wazirabad Link,17074.51,13427.07,593.74,607.23,3302.74,3647.44,21.36,98.1,Normal
2026-08-03,DMA-06,Sangam Extension,16565.51,13669.15,582.71,576.18,1737.46,2896.36,17.48,96.2,Normal
2026-08-04,DMA-01,Sonia Vihar North,20932.54,17502.19,819.33,706.04,1904.99,3430.36,16.39,98.4,Normal
2026-08-04,DMA-02,Sonia Vihar Central,22533.1,17729.77,823.26,791.1,3188.96,4803.33,21.32,96.9,Normal
2026-08-04,DMA-03,Bhagirathi Corridor,18695.7,11809.42,695.86,956.42,5234.0,6886.28,36.83,98.0,Critical
2026-08-04,DMA-04,Yamuna Bank Pocket,16227.52,12808.06,639.02,570.77,2209.67,3419.45,21.07,97.6,Normal
2026-08-04,DMA-05,Wazirabad Link,17621.65,13560.36,591.99,608.92,3861.51,4061.29,23.05,97.2,Normal
2026-08-04,DMA-06,Sangam Extension,15990.98,12998.3,592.01,529.07,1871.61,2992.68,18.71,98.2,Normal
2026-08-05,DMA-01,Sonia Vihar North,19792.85,16064.81,686.65,771.87,2269.52,3728.04,18.84,97.2,Normal
2026-08-05,DMA-02,Sonia Vihar Central,22469.19,17713.65,751.55,813.24,3190.76,4755.54,21.16,97.0,Normal
2026-08-05,DMA-03,Bhagirathi Corridor,19378.18,12157.63,723.75,994.87,5501.94,7220.55,37.26,96.0,Critical
2026-08-05,DMA-04,Yamuna Bank Pocket,15719.41,12421.77,583.07,547.03,2167.55,3297.64,20.98,96.0,Normal
2026-08-05,DMA-05,Wazirabad Link,17040.32,13134.18,642.26,562.76,3646.52,3906.15,22.92,96.9,Normal
2026-08-05,DMA-06,Sangam Extension,16424.96,13542.62,536.11,635.04,1711.19,2882.34,17.55,96.6,Normal
2026-08-06,DMA-01,Sonia Vihar North,19730.71,15990.41,694.73,684.57,2361.01,3740.3,18.96,95.2,Normal
2026-08-06,DMA-02,Sonia Vihar Central,22490.02,17455.17,817.62,802.46,3414.77,5034.85,22.39,96.6,Normal
2026-08-06,DMA-03,Bhagirathi Corridor,20245.07,12815.27,704.32,1107.8,5617.69,7429.8,36.7,98.0,Critical
2026-08-06,DMA-04,Yamuna Bank Pocket,15249.81,12270.61,560.56,463.33,1955.31,2979.2,19.54,96.5,Normal
2026-08-06,DMA-05,Wazirabad Link,18067.77,13948.16,679.31,608.54,3822.89,4119.62,22.8,97.3,Normal
2026-08-06,DMA-06,Sangam Extension,16353.38,13424.88,522.19,596.03,1810.28,2928.5,17.91,96.2,Normal
2026-08-07,DMA-01,Sonia Vihar North,21436.36,17500.89,745.07,767.97,2422.43,3935.47,18.36,96.0,Normal
2026-08-07,DMA-02,Sonia Vihar Central,22302.55,17184.62,815.36,719.99,3582.59,5117.94,22.95,98.1,Normal
