Date,Sensor_ID,Asset_ID,Network_Element_ID,Zone_ID,Parameter,Unit,Avg_Value,Min_Value,Max_Value,Warning_Count,Critical_Count,Status,Latitude,Longitude
2026-06-13,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.86,0.5,1.15,0,0,Normal,28.712,77.245
2026-06-13,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.275,7.09,7.46,0,0,Normal,28.712,77.245
2026-06-13,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.559,0.444,0.622,0,0,Normal,28.731,77.277
2026-06-13,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,679.383,623.6,732.2,0,0,Normal,28.731,77.277
2026-06-13,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,28.742,26.9,30.5,0,0,Normal,28.731,77.277
2026-06-13,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.906,0.55,1.25,0,0,Normal,28.731,77.277
2026-06-13,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.307,7.18,7.46,0,0,Normal,28.731,77.277
2026-06-14,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.549,0.458,0.622,0,0,Normal,28.738,77.255
2026-06-14,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,675.5,618.1,732.9,0,0,Normal,28.738,77.255
2026-06-14,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,28.696,27.0,30.8,0,0,Normal,28.738,77.255
2026-06-14,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.913,0.46,1.28,0,0,Normal,28.738,77.255
2026-06-14,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.332,7.22,7.41,0,0,Normal,28.738,77.255
2026-06-14,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.56,0.435,0.635,0,0,Normal,28.726,77.253
2026-06-14,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,689.646,634.8,761.8,0,0,Normal,28.726,77.253
2026-06-14,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,28.667,27.2,30.4,0,0,Normal,28.726,77.253
2026-06-14,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.917,0.6,1.14,0,0,Normal,28.726,77.253
2026-06-14,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.299,7.04,7.43,0,0,Normal,28.726,77.253
2026-06-14,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.535,0.478,0.622,0,0,Normal,28.717,77.269
2026-06-14,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,692.879,630.9,750.2,0,0,Normal,28.717,77.269
2026-06-14,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,28.704,27.1,30.5,0,0,Normal,28.717,77.269
2026-06-14,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.897,0.7,1.44,0,0,Normal,28.717,77.269
2026-06-14,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.315,7.13,7.42,0,0,Normal,28.717,77.269
2026-06-14,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.554,0.459,0.657,0,0,Normal,28.705,77.24
2026-06-14,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,689.825,582.9,752.6,0,0,Normal,28.705,77.24
2026-06-14,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,28.825,27.0,30.6,0,0,Normal,28.705,77.24
2026-06-14,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.864,0.47,1.13,0,0,Normal,28.705,77.24
2026-06-14,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.295,7.17,7.43,0,0,Normal,28.705,77.24
2026-06-14,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.558,0.482,0.65,0,0,Normal,28.712,77.245
2026-06-14,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,683.808,625.4,760.6,0,0,Normal,28.712,77.245
2026-06-14,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,28.662,26.9,30.4,0,0,Normal,28.712,77.245
2026-06-14,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.938,0.6,1.2,0,0,Normal,28.712,77.245
2026-06-14,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.287,7.14,7.41,0,0,Normal,28.712,77.245
2026-06-14,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.547,0.457,0.622,0,0,Normal,28.731,77.277
2026-06-14,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,686.788,625.4,762.2,0,0,Normal,28.731,77.277
2026-06-14,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,28.758,27.1,30.6,0,0,Normal,28.731,77.277
2026-06-14,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.943,0.74,1.28,0,0,Normal,28.731,77.277
2026-06-14,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.289,7.1,7.5,0,0,Normal,28.731,77.277
2026-06-15,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.541,0.429,0.628,0,0,Normal,28.738,77.255
2026-06-15,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,660.775,594.3,741.8,0,0,Normal,28.738,77.255
2026-06-15,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,28.779,26.9,30.8,0,0,Normal,28.738,77.255
2026-06-15,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.905,0.62,1.23,0,0,Normal,28.738,77.255
2026-06-15,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.306,7.12,7.46,0,0,Normal,28.738,77.255
2026-06-15,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.553,0.457,0.649,0,0,Normal,28.726,77.253
2026-06-15,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,670.783,613.7,746.0,0,0,Normal,28.726,77.253
2026-06-15,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,28.796,27.0,30.5,0,0,Normal,28.726,77.253
2026-06-15,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.891,0.63,1.24,0,0,Normal,28.726,77.253
2026-06-15,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.272,7.1,7.49,0,0,Normal,28.726,77.253
2026-06-15,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.539,0.469,0.619,0,0,Normal,28.717,77.269
2026-06-15,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,679.371,609.2,742.2,0,0,Normal,28.717,77.269
2026-06-15,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,28.721,26.7,30.5,0,0,Normal,28.717,77.269
2026-06-15,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.924,0.68,1.11,0,0,Normal,28.717,77.269
2026-06-15,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.296,7.15,7.5,0,0,Normal,28.717,77.269
2026-06-15,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.553,0.466,0.629,0,0,Normal,28.705,77.24
2026-06-15,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,673.142,552.1,729.3,0,0,Normal,28.705,77.24
2026-06-15,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,28.775,26.9,30.4,0,0,Normal,28.705,77.24
2026-06-15,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.89,0.6,1.22,0,0,Normal,28.705,77.24
2026-06-15,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.323,7.13,7.44,0,0,Normal,28.705,77.24
2026-06-15,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.532,0.444,0.622,0,0,Normal,28.712,77.245
2026-06-15,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,675.867,564.7,773.1,0,0,Normal,28.712,77.245
2026-06-15,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,28.842,27.3,30.4,0,0,Normal,28.712,77.245
2026-06-15,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.919,0.67,1.15,0,0,Normal,28.712,77.245
2026-06-15,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.297,7.19,7.43,0,0,Normal,28.712,77.245
2026-06-15,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.553,0.427,0.672,0,0,Normal,28.731,77.277
2026-06-15,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,682.254,619.6,762.3,0,0,Normal,28.731,77.277
2026-06-15,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,28.883,27.1,30.7,0,0,Normal,28.731,77.277
2026-06-15,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.909,0.58,1.14,0,0,Normal,28.731,77.277
2026-06-15,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.291,7.19,7.38,0,0,Normal,28.731,77.277
2026-06-16,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.543,0.462,0.643,0,0,Normal,28.738,77.255
2026-06-16,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,671.967,582.4,727.6,0,0,Normal,28.738,77.255
2026-06-16,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,28.858,27.0,30.6,0,0,Normal,28.738,77.255
2026-06-16,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.928,0.72,1.13,0,0,Normal,28.738,77.255
2026-06-16,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.297,7.19,7.54,0,0,Normal,28.738,77.255
2026-06-16,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.544,0.494,0.606,0,0,Normal,28.726,77.253
2026-06-16,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,679.971,620.9,746.1,0,0,Normal,28.726,77.253
2026-06-16,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,28.871,27.0,30.7,0,0,Normal,28.726,77.253
2026-06-16,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.941,0.71,1.29,0,0,Normal,28.726,77.253
2026-06-16,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.318,7.21,7.41,0,0,Normal,28.726,77.253
2026-06-16,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.537,0.421,0.651,0,0,Normal,28.717,77.269
2026-06-16,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,692.792,618.1,742.0,0,0,Normal,28.717,77.269
2026-06-16,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,28.883,27.0,30.8,0,0,Normal,28.717,77.269
2026-06-16,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.939,0.75,1.22,0,0,Normal,28.717,77.269
2026-06-16,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.306,7.19,7.47,0,0,Normal,28.717,77.269
2026-06-16,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.573,0.5,0.707,0,0,Normal,28.705,77.24
2026-06-16,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,675.379,618.0,729.7,0,0,Normal,28.705,77.24
2026-06-16,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,28.854,27.2,30.8,0,0,Normal,28.705,77.24
2026-06-16,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.948,0.65,1.2,0,0,Normal,28.705,77.24
2026-06-16,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.293,7.16,7.43,0,0,Normal,28.705,77.24
2026-06-16,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.543,0.437,0.636,0,0,Normal,28.712,77.245
2026-06-16,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,683.038,624.4,744.8,0,0,Normal,28.712,77.245
2026-06-16,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,28.817,27.0,30.5,0,0,Normal,28.712,77.245
2026-06-16,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.916,0.64,1.18,0,0,Normal,28.712,77.245
2026-06-16,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.294,7.14,7.39,0,0,Normal,28.712,77.245
2026-06-16,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.55,0.457,0.655,0,0,Normal,28.731,77.277
2026-06-16,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,678.667,612.4,743.8,0,0,Normal,28.731,77.277
2026-06-16,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,28.942,27.4,30.5,0,0,Normal,28.731,77.277
2026-06-16,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.891,0.6,1.2,0,0,Normal,28.731,77.277
2026-06-16,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.309,7.14,7.42,0,0,Normal,28.731,77.277
2026-06-17,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.558,0.472,0.639,0,0,Normal,28.738,77.255
2026-06-17,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,675.088,624.8,752.3,0,0,Normal,28.738,77.255
2026-06-17,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,28.9,27.3,30.5,0,0,Normal,28.738,77.255
2026-06-17,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.893,0.54,1.26,0,0,Normal,28.738,77.255
2026-06-17,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.276,7.11,7.44,0,0,Normal,28.738,77.255
2026-06-17,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.528,0.47,0.635,0,0,Normal,28.726,77.253
2026-06-17,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,676.575,607.2,737.6,0,0,Normal,28.726,77.253
2026-06-17,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,28.971,27.4,30.6,0,0,Normal,28.726,77.253
2026-06-17,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.868,0.64,1.16,0,0,Normal,28.726,77.253
2026-06-17,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.286,7.16,7.43,0,0,Normal,28.726,77.253
2026-06-17,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.554,0.489,0.665,0,0,Normal,28.717,77.269
2026-06-17,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,684.633,624.9,739.9,0,0,Normal,28.717,77.269
2026-06-17,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,28.95,27.0,31.0,0,0,Normal,28.717,77.269
2026-06-17,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.896,0.61,1.13,0,0,Normal,28.717,77.269
2026-06-17,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.279,7.16,7.46,0,0,Normal,28.717,77.269
2026-06-17,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.553,0.48,0.632,0,0,Normal,28.705,77.24
2026-06-17,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,691.242,623.8,741.3,0,0,Normal,28.705,77.24
2026-06-17,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,28.979,27.1,30.8,0,0,Normal,28.705,77.24
2026-06-17,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.855,0.6,1.07,0,0,Normal,28.705,77.24
2026-06-17,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.29,7.13,7.47,0,0,Normal,28.705,77.24
2026-06-17,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.548,0.375,0.631,0,0,Normal,28.712,77.245
2026-06-17,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,674.521,595.0,744.2,0,0,Normal,28.712,77.245
2026-06-17,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,28.892,27.0,30.8,0,0,Normal,28.712,77.245
2026-06-17,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.92,0.66,1.19,0,0,Normal,28.712,77.245
2026-06-17,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.308,7.13,7.45,0,0,Normal,28.712,77.245
2026-06-17,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.555,0.462,0.66,0,0,Normal,28.731,77.277
2026-06-17,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,673.504,611.8,756.2,0,0,Normal,28.731,77.277
2026-06-17,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,28.925,27.4,30.5,0,0,Normal,28.731,77.277
2026-06-17,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.859,0.59,1.08,0,0,Normal,28.731,77.277
2026-06-17,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.27,7.13,7.44,0,0,Normal,28.731,77.277
2026-06-18,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.55,0.423,0.677,0,0,Normal,28.738,77.255
2026-06-18,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,671.867,597.2,736.1,0,0,Normal,28.738,77.255
2026-06-18,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,29.125,27.6,30.8,0,0,Normal,28.738,77.255
2026-06-18,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.918,0.71,1.12,0,0,Normal,28.738,77.255
2026-06-18,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.292,7.15,7.43,0,0,Normal,28.738,77.255
2026-06-18,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.561,0.464,0.66,0,0,Normal,28.726,77.253
2026-06-18,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,678.083,624.4,755.3,0,0,Normal,28.726,77.253
2026-06-18,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,29.05,27.1,30.8,0,0,Normal,28.726,77.253
2026-06-18,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.847,0.5,1.1,0,0,Normal,28.726,77.253
2026-06-18,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.323,7.17,7.54,0,0,Normal,28.726,77.253
2026-06-18,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.566,0.478,0.679,0,0,Normal,28.717,77.269
2026-06-18,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,687.496,644.2,774.0,0,0,Normal,28.717,77.269
2026-06-18,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,28.996,27.2,30.6,0,0,Normal,28.717,77.269
2026-06-18,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.876,0.61,1.12,0,0,Normal,28.717,77.269
2026-06-18,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.308,7.21,7.45,0,0,Normal,28.717,77.269
2026-06-18,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.541,0.463,0.681,0,0,Normal,28.705,77.24
2026-06-18,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,684.562,623.9,758.2,0,0,Normal,28.705,77.24
2026-06-18,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,28.867,27.2,30.4,0,0,Normal,28.705,77.24
2026-06-18,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.884,0.63,1.19,0,0,Normal,28.705,77.24
2026-06-18,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.31,7.21,7.44,0,0,Normal,28.705,77.24
2026-06-18,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.535,0.457,0.676,0,0,Normal,28.712,77.245
2026-06-18,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,682.683,592.4,731.4,0,0,Normal,28.712,77.245
2026-06-18,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,28.996,27.5,30.6,0,0,Normal,28.712,77.245
2026-06-18,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.939,0.72,1.25,0,0,Normal,28.712,77.245
2026-06-18,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.292,7.19,7.45,0,0,Normal,28.712,77.245
2026-06-18,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.566,0.485,0.674,0,0,Normal,28.731,77.277
2026-06-18,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,681.946,574.3,757.2,0,0,Normal,28.731,77.277
2026-06-18,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,29.05,27.3,30.7,0,0,Normal,28.731,77.277
2026-06-18,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.902,0.67,1.3,0,0,Normal,28.731,77.277
2026-06-18,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.321,7.21,7.45,0,0,Normal,28.731,77.277
2026-06-19,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.554,0.477,0.651,0,0,Normal,28.738,77.255
2026-06-19,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,691.383,598.0,769.3,0,0,Normal,28.738,77.255
2026-06-19,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,29.092,27.4,30.7,0,0,Normal,28.738,77.255
2026-06-19,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.92,0.59,1.22,0,0,Normal,28.738,77.255
2026-06-19,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.272,7.11,7.45,0,0,Normal,28.738,77.255
2026-06-19,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.571,0.474,0.648,0,0,Normal,28.726,77.253
2026-06-19,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,689.8,620.1,728.9,0,0,Normal,28.726,77.253
2026-06-19,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,29.108,27.5,30.7,0,0,Normal,28.726,77.253
2026-06-19,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.843,0.6,1.06,0,0,Normal,28.726,77.253
2026-06-19,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.293,7.09,7.52,0,0,Normal,28.726,77.253
2026-06-19,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.548,0.444,0.628,0,0,Normal,28.717,77.269
2026-06-19,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,690.496,625.3,747.3,0,0,Normal,28.717,77.269
2026-06-19,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,28.917,27.3,30.5,0,0,Normal,28.717,77.269
2026-06-19,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.949,0.46,1.24,0,0,Normal,28.717,77.269
2026-06-19,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.306,7.09,7.46,0,0,Normal,28.717,77.269
2026-06-19,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.557,0.428,0.663,0,0,Normal,28.705,77.24
2026-06-19,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,677.796,627.5,789.6,0,0,Normal,28.705,77.24
2026-06-19,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,28.958,27.1,30.6,0,0,Normal,28.705,77.24
2026-06-19,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.908,0.59,1.12,0,0,Normal,28.705,77.24
2026-06-19,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.296,7.14,7.5,0,0,Normal,28.705,77.24
2026-06-19,QT-005,WQS-005,WQS-005,DMA-05,Chlorine,mg/L,0.533,0.438,0.646,0,0,Normal,28.712,77.245
2026-06-19,QT-005,WQS-005,WQS-005,DMA-05,Conductivity,uS/cm,678.75,631.8,745.0,0,0,Normal,28.712,77.245
2026-06-19,QT-005,WQS-005,WQS-005,DMA-05,Temperature,C,28.996,27.2,31.3,0,0,Normal,28.712,77.245
2026-06-19,QT-005,WQS-005,WQS-005,DMA-05,Turbidity,NTU,0.916,0.53,1.29,0,0,Normal,28.712,77.245
2026-06-19,QT-005,WQS-005,WQS-005,DMA-05,pH,pH,7.278,7.11,7.54,0,0,Normal,28.712,77.245
2026-06-19,QT-006,WQS-006,WQS-006,DMA-06,Chlorine,mg/L,0.529,0.449,0.608,0,0,Normal,28.731,77.277
2026-06-19,QT-006,WQS-006,WQS-006,DMA-06,Conductivity,uS/cm,659.488,606.9,718.0,0,0,Normal,28.731,77.277
2026-06-19,QT-006,WQS-006,WQS-006,DMA-06,Temperature,C,28.925,26.9,30.9,0,0,Normal,28.731,77.277
2026-06-19,QT-006,WQS-006,WQS-006,DMA-06,Turbidity,NTU,0.909,0.45,1.15,0,0,Normal,28.731,77.277
2026-06-19,QT-006,WQS-006,WQS-006,DMA-06,pH,pH,7.302,7.1,7.51,0,0,Normal,28.731,77.277
2026-06-20,QT-001,WQS-001,WQS-001,DMA-01,Chlorine,mg/L,0.549,0.439,0.701,0,0,Normal,28.738,77.255
2026-06-20,QT-001,WQS-001,WQS-001,DMA-01,Conductivity,uS/cm,683.129,637.5,742.3,0,0,Normal,28.738,77.255
2026-06-20,QT-001,WQS-001,WQS-001,DMA-01,Temperature,C,28.933,27.3,30.5,0,0,Normal,28.738,77.255
2026-06-20,QT-001,WQS-001,WQS-001,DMA-01,Turbidity,NTU,0.909,0.7,1.28,0,0,Normal,28.738,77.255
2026-06-20,QT-001,WQS-001,WQS-001,DMA-01,pH,pH,7.299,7.18,7.44,0,0,Normal,28.738,77.255
2026-06-20,QT-002,WQS-002,WQS-002,DMA-02,Chlorine,mg/L,0.55,0.431,0.648,0,0,Normal,28.726,77.253
2026-06-20,QT-002,WQS-002,WQS-002,DMA-02,Conductivity,uS/cm,681.775,609.3,747.1,0,0,Normal,28.726,77.253
2026-06-20,QT-002,WQS-002,WQS-002,DMA-02,Temperature,C,29.15,27.3,30.9,0,0,Normal,28.726,77.253
2026-06-20,QT-002,WQS-002,WQS-002,DMA-02,Turbidity,NTU,0.894,0.49,1.15,0,0,Normal,28.726,77.253
2026-06-20,QT-002,WQS-002,WQS-002,DMA-02,pH,pH,7.308,7.17,7.47,0,0,Normal,28.726,77.253
2026-06-20,QT-003,WQS-003,WQS-003,DMA-03,Chlorine,mg/L,0.549,0.432,0.634,0,0,Normal,28.717,77.269
2026-06-20,QT-003,WQS-003,WQS-003,DMA-03,Conductivity,uS/cm,666.712,595.8,740.5,0,0,Normal,28.717,77.269
2026-06-20,QT-003,WQS-003,WQS-003,DMA-03,Temperature,C,29.058,27.5,31.2,0,0,Normal,28.717,77.269
2026-06-20,QT-003,WQS-003,WQS-003,DMA-03,Turbidity,NTU,0.886,0.66,1.17,0,0,Normal,28.717,77.269
2026-06-20,QT-003,WQS-003,WQS-003,DMA-03,pH,pH,7.313,7.1,7.48,0,0,Normal,28.717,77.269
2026-06-20,QT-004,WQS-004,WQS-004,DMA-04,Chlorine,mg/L,0.533,0.444,0.687,0,0,Normal,28.705,77.24
2026-06-20,QT-004,WQS-004,WQS-004,DMA-04,Conductivity,uS/cm,680.05,595.0,746.2,0,0,Normal,28.705,77.24
2026-06-20,QT-004,WQS-004,WQS-004,DMA-04,Temperature,C,29.088,27.6,30.8,0,0,Normal,28.705,77.24
2026-06-20,QT-004,WQS-004,WQS-004,DMA-04,Turbidity,NTU,0.941,0.62,1.18,0,0,Normal,28.705,77.24
2026-06-20,QT-004,WQS-004,WQS-004,DMA-04,pH,pH,7.299,7.13,7.45,0,0,Normal,28.705,77.24
